sentiment,message
0,"['realdonaldtrump', 'briankempga', 'milankovitch', 'cycl', 'caus', 'climat', 'chang', 'obliqu', 'caus', 'global', 'warmingprecess', 'caus', 'global', 'tsunami', 'equinox', 'eccentr', 'triggercovid', 'season', 'flu', 'babi', 'boomer', 'bust']"
1,"['reaction', 'halfadozen', 'lead', 'climat', 'scientist', 'studi', 'author', 'acknowledg', 'schemat', 'vari', 'sharpli', 'climatechang', 'globalwarm', 'co', 'carbonemiss', 'climateemerg']"
1,"['thi', 'fuel', 'global', 'warm', 'climat', 'changemay', 'sept', 'look', 'much', 'amazon', 'ha', 'destroy', 'million', 'acr', 'brazil', 'carbon', 'emiss', 'increas', 'alonebidenharri', 'impos', 'sanction', 'sake', 'human', 'life', 'earth']"
1,"['climat', 'chang', 'alreadi', 'reportno', 'longer', 'possibl', 'limit', 'global', 'warm', 'degre', 'may', 'possibl', 'contain', 'two', 'degreestim', 'climat', 'war', 'stop', 'auspol']"
1,"['glacier', 'china', 'bleak', 'qilian', 'mountain', 'disappear', 'shock', 'rate', 'global', 'warm', 'bring', 'unpredict', 'chang', 'amp', 'rais', 'prospect', 'cripplinglongterm', 'water', 'shortag', 'scientist', 'sayglobalwarm', 'climat', 'green', 'planet', 'climatechang']"
1,"['presidentelect', 'joe', 'biden', 'pois', 'emb', 'action', 'climat', 'chang', 'across', 'breadth', 'feder', 'govern', 'depart', 'agricultur', 'treasuri', 'state', 'expand', 'beyond', 'environment', 'agenc', 'speed', 'us', 'effort', 'mitig', 'global', 'warm']"
1,"['presidentelect', 'joe', 'biden', 'pois', 'emb', 'action', 'climat', 'chang', 'across', 'breadth', 'feder', 'govern', 'expand', 'beyond', 'environment', 'agenc', 'speed', 'us', 'effort', 'mitig', 'global', 'warm', 'via', 'washingtonpost']"
1,"['interest', 'global', 'warm', 'check', 'thi', 'new', 'app', 'partner', 'uea', 'get', 'info', 'affect', 'climat', 'chang', 'might', 'live', 'climatechang', 'climat', 'app']"
1,"['covid', 'amp', 'co', 'lie', 'built', 'inconveni', 'truthscovid', 'babi', 'boomer', 'bust', 'due', 'season', 'flu', 'amp', 'old', 'ageclim', 'chang', 'built', 'milankovitch', 'cyclesobliqu', 'caus', 'global', 'warmingprecess', 'caus', 'global', 'tsunami', 'vernal', 'equinox']"
1,"['brazil', 'impact', 'everi', 'life', 'form', 'planet', 'burn', 'amazon', 'fuel', 'global', 'warm', 'climat', 'changeamazon', 'fire', 'caus', 'brazil', 'co', 'emiss', 'jump', 'emiss', 'jump', 'acceler', 'much']"
1,"['disconnect', 'investor', 'ask', 'compani', 'time', 'investor', 'reassess', 'approach', 'climat', 'engag', 'push', 'hard', 'businesswid', 'chang', 'need', 'see', 'global', 'warm', 'limit', 'c', 'c', 'esg']"
0,"['tyinconveni', 'truth', 'amp', 'perenni', 'prophet', 'doomclim', 'chang', 'caus', 'milankovitch', 'cyclesobliqu', 'caus', 'global', 'warmingprecess', 'caus', 'global', 'tsunamiseccentr', 'speed', 'upcovid', 'babi', 'boomer', 'bust', 'amp', 'season', 'flu']"
0,"['trudeauworstpmev', 'inconveni', 'truth', 'amp', 'perenni', 'prophet', 'doomclim', 'chang', 'caus', 'milankovitch', 'cyclesobliqu', 'caus', 'global', 'warmingprecess', 'caus', 'global', 'tsunamiseccentr', 'speed', 'upcovid', 'babi', 'boomer', 'bust', 'amp', 'season', 'flu']"
1,"['cathmckenna', 'never', 'murder', 'truth', 'matter', 'inconvenientclim', 'chang', 'caus', 'milankovitch', 'cyclesobliqu', 'caus', 'global', 'warmingprecess', 'caus', 'global', 'tsunamiseccentr', 'speed', 'upcovid', 'babi', 'boomer', 'bust', 'amp', 'season', 'flu']"
1,"['curv', 'coclim', 'changecop', 'global', 'warmingsmaphon', 'charger', 'solar', 'panel', 'set', 'ground', 'wan', 'na', 'curv', 'co', 'possibl']"
2,"['climat', 'chang', 'new', 'link', 'fix', 'climat', 'chang', 'climatechang', 'co', 'global', 'warm', 'lawsuit']"
1,"['global', 'warm', 'climat', 'changecaus', 'effectsclimatechang', 'environ', 'natur', 'sustain', 'globalwarm', 'savetheplanet', 'climat', 'climatecrisi', 'climateact', 'earth', 'climatechangeisr', 'green', 'fridaysforfutur', 'climatestrik', 'climateemerg', 'earthday']"
1,"['sk', 'weekli', 'climat', 'chang', 'amp', 'global', 'warm', 'news', 'roundup', 'skeptic', 'scienc', 'post', 'octob', 'nd', 'realdonaldtrump', 'term', 'would', 'mean', 'sever', 'amp', 'irrevers', 'chang', 'climateno', 'joke', 'would', 'disastr', 'scale', 'millennia']"
2,"['environ', 'link', 'climat', 'chang', 'climatechang', 'climat', 'chang', 'global', 'warm']"
1,"['trump', 'environment', 'rollback', 'mean', 'global', 'warm', 'thi', 'disast', 'trump', 'ha', 'done', 'go', 'wors', 'vote', 'care', 'noth', 'enviro', 'climat', 'chang', 'must', 'stoppt', 'vote', 'bidentrumpbidenclim']"
-1,"['global', 'warm', 'climat', 'chang', 'wa', 'debunk', 'mani', 'year', 'agodemocratsarecorrupt', 'climat', 'globalwarm', 'tcot']"
1,"['thi', 'weehawk', 'way', 'smarter', 'trump', 'prove', 'wa', 'fire', 'rescu', 'know', 'climat', 'chang', 'global', 'warm', 'real', 'trump', 'tell', 'peopl', 'rake', 'forest', 'dumb', 'ass', 'trump', 'bullsht', 'cat', 'climat', 'trumpmeltdown']"
1,"['idiot', 'petebuttigieg', 'claim', 'global', 'warmingclim', 'chang', 'whatev', 'call', 'thi', 'gener', 'wwii', 'pick', 'drive', 'priu', 'beach', 'normandi', 'would', 'pick', 'fukng', 'priu', 'greennewd', 'climat', 'trump']"
1,"['still', 'time', 'act', 'take', 'climat', 'chang', 'global', 'warmingnaishateam', 'kosmosenviron', 'climat', 'climateact', 'lgbtq', 'lgbt', 'greennewd', 'teamkosmo']"
1,"['climat', 'chang', 'parodyglob', 'warm', 'didnt', 'stick', 'year', 'old', 'braid', 'ht', 'gddub', 'climat', 'climateact', 'climatecrisi', 'climatechang']"
1,"['year', 'scientist', 'govern', 'discuss', 'debat', 'effect', 'climat', 'chang', 'global', 'warm', 'veri', 'littl', 'ha', 'donehav', 'look', 'climat', 'chang', 'centuryclim', 'chang', 'centuri', 'environ']"
1,"['curv', 'coclim', 'changecop', 'global', 'warmingsmaphon', 'charger', 'solar', 'panel', 'set', 'ground', 'wan', 'na', 'curv', 'co', 'possibleasalw']"
1,"['us', 'experienc', 'drought', 'condit', 'right', 'nowfrom', 'nytim', 'global', 'warm', 'ha', 'made', 'drought', 'wors', 'scientist', 'say', 'exemplifi', 'trend', 'toward', 'extrem', 'weather', 'climat', 'chang']"
1,"['three', 'mustread', 'book', 'understand', 'climat', 'changewhat', 'instead', 'pick', 'book', 'local', 'bookstor', 'librari', 'climat', 'chang', 'global', 'warm', 'everyth', 'relat', 'planet', 'read', 'climat', 'climatechang', 'globalwarm']"
1,"['increas', 'forest', 'fire', 'attribut', 'global', 'warm', 'climat', 'chang', 'billion', 'ton', 'co', 'per', 'year', 'account', 'well', 'global', 'coemiss', 'spectalit', 'mould', 'product', 'reduc', 'risk', 'forest', 'fire', 'climateact', 'climatecrisi']"
1,"['must', 'reconsid', 'correspond', 'climat', 'chang', 'global', 'warmingi', 'give', 'donat', 'organ', 'climat', 'chang', 'timethi', 'donat', 'come', 'earn', 'capit', 'gainsclim', 'changecapit', 'gain']"
1,"['think', 'time', 'correspond', 'togeth', 'global', 'warmingfirst', 'canclim', 'changeglob', 'warminggreen', 'hous', 'ga']"
1,"['climatechangeglob', 'heat', 'warm', 'night', 'faster', 'daysasymmetr', 'chang', 'night', 'day', 'temperatur', 'mani', 'part', 'world', 'consequ', 'speci', 'inhabit', 'region', 'abil', 'adapt', 'face', 'chang', 'climat']"
1,"['overpopul', 'major', 'caus', 'climat', 'chang', 'global', 'warmingdo', 'famili', 'today', 'today', 'climat', 'unhabitat', 'unhabitatyouth', 'ippf', 'fpglobal', 'getittogetherng', 'afpnow', 'popcouncil', 'pmnch']"
1,"['stop', 'global', 'warm', 'begin', 'us', 'take', 'step', 'end', 'climat', 'changeclimatechang', 'sustain', 'environ', 'climatecrisi', 'globalwarm', 'renewableenergi', 'sustain', 'climat', 'sunwatt']"
1,"['save', 'water', 'climat', 'chang', 'environment', 'chang', 'global', 'warm', 'justic', 'world', 'save', 'forest', 'litter', 'poverti', 'face', 'emerg', 'hear', 'voic', 'save', 'anim', 'save', 'save', 'plant', 'deforest', 'shout', 'climat', 'activist', 'keep', 'move', 'forward']"
0,"['emsusglob', 'warminggreenepapollutionclim', 'changesustainabilityagencydepenvironment', 'pollutionlink', 'registr']"
1,"['china', 'go', 'carbon', 'neutral', 'lower', 'globalwarm', 'project', 'much', 'c', 'biggest', 'singl', 'reduct', 'ever', 'estim', 'result', 'polici', 'chang', 'accord', 'climat', 'action', 'tracker', 'climat']"
1,"['fire', 'occur', 'natur', 'amazon', 'rainforestamazon', 'deliber', 'burnt', 'downmillion', 'acr', 'ever', 'year', 'uniqu', 'bio', 'divers', 'earth', 'lung', 'earth', 'speed', 'global', 'warm', 'climat', 'chang']"
1,"['lot', 'natur', 'disastersmayb', 'becaus', 'global', 'warmingit', 'time', 'keep', 'eye', 'take', 'action', 'global', 'warmingin', 'case', 'make', 'electr', 'sun', 'sunni', 'dayclim', 'changeglob', 'warmingnatur', 'resourc']"
1,"['climat', 'chang', 'new', 'york', 'clock', 'told', 'time', 'tell', 'time', 'remain', 'action', 'prevent', 'effect', 'global', 'warm', 'becom', 'irrevers']"
1,"['desert', 'turn', 'desert', 'forest', 'climat', 'chang', 'co', 'global', 'warm']"
1,"['new', 'satellit', 'technolog', 'data', 'iri', 'gather', 'import', 'becaus', 'methan', 'global', 'warm', 'potenti', 'time', 'carbon', 'dioxid', 'thi', 'could', 'game', 'chang', 'technolog', 'fight', 'climat', 'chang', 'read', 'gtgtgt']"
1,"['increasingli', 'urban', 'world', 'much', 'opportun', 'citiesalreadi', 'respons', 'global', 'greenhousega', 'emissionsto', 'lead', 'global', 'fight', 'climat', 'chang', 'let', 'continu', 'reduc', 'greenhous', 'emiss', 'warm', 'planet', 'engageimpact']"
1,"['past', 'decad', 'climat', 'chang', 'global', 'warm', 'ha', 'string', 'advers', 'effect', 'planet', 'sign', 'damag', 'increas', 'day', 'day']"
1,"['sunni', 'day', 'set', 'solar', 'pannel', 'charger', 'ground', 'becaus', 'decreas', 'coclim', 'changeglob', 'warm']"
1,"['saintkaterictr', 'obama', 'sea', 'level', 'rise', 'due', 'climat', 'chang', 'potenti', 'threaten', 'us', 'citiesobama', 'buy', 'million', 'dollar', 'mansion', 'water', 'martha', 'vineyardglob', 'warmingclim', 'chang', 'bsthe', 'goalglob', 'govt']"
1,"['ap', 'obama', 'sea', 'level', 'rise', 'due', 'climat', 'chang', 'potenti', 'threaten', 'us', 'citiesobama', 'buy', 'million', 'dollar', 'mansion', 'water', 'martha', 'vineyardglob', 'warmingclim', 'chang', 'bsthe', 'goalglob', 'govt']"
1,"['noth', 'allow', 'yet', 'ga', 'fossil', 'fuel', 'pour', 'petrol', 'flame', 'global', 'warm', 'fuel', 'devast', 'climat', 'chang', 'parliament', 'vote', 'allow', 'ga', 'project', 'transit', 'fund']"
1,"['climat', 'chang', 'pleas', 'climat', 'scienc', 'inform', 'center', 'pleas', 'us', 'cosmet', 'everyon', 'climat', 'scienc', 'inform', 'center', 'earth', 'climat', 'chang', 'number', 'human', 'caus', 'c', 'f', 'global', 'warm']"
1,"['lsorecaeu', 'vonderleyen', 'new', 'boss', 'hous', 'spoke', 'todaysh', 'mansion', 'thing', 'big', 'hous', 'climat', 'chang', 'coronaviru', 'robot', 'brexit', 'plan', 'technolog', 'plan', 'migrationsfight', 'global', 'warm']"
1,"['ye', 'right', 'everi', 'singl', 'countri']"
1,"['molotov', 'cocktail', 'refer', 'climat', 'chang', 'climat', 'crisi', 'andor', 'global', 'warm', 'arsonexpos', 'climat', 'cult']"
1,"['presidenti', 'candid', 'joe', 'biden', 'gave', 'major', 'speech', 'yesterday', 'undeni', 'acceler', 'punish', 'realiti', 'global', 'warmingour', 'countri', 'amp', 'world', 'need', 'leader', 'parti', 'acknowledg', 'realiti', 'climat', 'chang', 'act']"
1,"['trump', 'protocol', 'global', 'warm', 'endless', 'fire', 'california', 'yet', 'trump', 'say', 'due', 'poor', 'forest', 'manag', 'keep', 'land', 'clean', 'sweep', 'leav', 'clean', 'debri', 'take', 'care', 'fallen', 'tree', 'hope', 'earli', 'winter', 'climat', 'chang', 'fake']"
1,"['myfox', 'right', 'thi', 'repoout', 'newsom', 'playbook', 'know', 'chapter', 'prove', 'peopl', 'intent', 'start', 'latest', 'fire', 'claim', 'global', 'warm', 'funni', 'stop', 'boarder', 'canada', 'mexico', 'climat', 'chang', 'hoax']"
0,"['climat', 'changeglob', 'warm']"
1,"['climat', 'chang', 'soft', 'term', 'come', 'peopl', 'cant', 'even', 'stomach', 'global', 'warm', 'origin', 'descript', 'get', 'real', 'peopl', 'im', 'activist', 'call', 'spade', 'spade', 'pretti', 'sure', 'gore', 'wa', 'ahead', 'thi', 'climat', 'weather', 'bcstorm']"
1,"['stakehold', 'environ', 'sector', 'kick', 'method', 'adopt', 'coal', 'mine', 'activ', 'say', 'mine', 'burn', 'respons', 'global', 'warm', 'climat', 'chang', 'burn', 'caus', 'chang', 'climat', 'coal', 'global', 'mine', 'stakehol']"
1,"['climat', 'chang', 'world', 'global', 'warm', 'fight', 'climatechang', 'climat']"
1,"['wild', 'fire', 'america', 'yet', 'anoth', 'reason', 'govern', 'around', 'world', 'step', 'respons', 'climat', 'chang', 'global', 'warm', 'environment', 'catastroph', 'take', 'borisjohnson', 'address', 'thi', 'press', 'issu', 'climatechang', 'wildfir', 'climat']"
1,"['global', 'warm', 'increas', 'frequenc', 'intens', 'forest', 'fire', 'turn', 'remov', 'forest', 'co', 'uptak', 'capac', 'equat', 'thu', 'acceler', 'global', 'warm', 'climat', 'chang', 'posit', 'feedback', 'loop', 'climat']"
1,"['chevron', 'jpmorgan', 'amp', 'barclay', 'sharehold', 'endors', 'resolut', 'global', 'warm', 'amp', 'climat', 'chang', 'pressur', 'energi', 'firm', 'power', 'investor', 'increas', 'rapidli', 'averag', 'investor', 'suppoincreas']"
1,"['climat', 'chang', 'th', 'hour', 'earth', 'climatechang', 'global', 'warm']"
1,"['eiger', 'glacier', 'eigergletsch', 'swiss', 'alp', 'yearsth', 'repeat', 'photo', 'show', 'global', 'warm', 'ha', 'also', 'affect', 'eiger', 'glacier', 'see', 'eiger', 'glacier', 'swiss', 'glacier', 'climat', 'chang']"
